,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long,Empty_Seats,Available_Seat_Miles,Revenue_Passenger_Mile,Missed_Revenue_Miles,Avg_Seats_per_Flight
14471,HNL,ITO,"Honolulu, HI","Hilo, HI",31021,35814,282,216,2005-06,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4793,7735824,6700536,1035288,127.0
14478,HNL,ITO,"Honolulu, HI","Hilo, HI",24071,32639,257,216,2005-12,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8568,7050024,5199336,1850688,127.0
14485,HNL,ITO,"Honolulu, HI","Hilo, HI",19819,28956,228,216,2005-11,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9137,6254496,4280904,1973592,127.0
14494,HNL,ITO,"Honolulu, HI","Hilo, HI",30209,35687,281,216,2005-03,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,5478,7708392,6525144,1183248,127.0
14508,HNL,ITO,"Honolulu, HI","Hilo, HI",28433,36957,291,216,2005-08,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8524,7982712,6141528,1841184,127.0
14510,HNL,ITO,"Honolulu, HI","Hilo, HI",25453,30258,246,216,2005-12,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4805,6535728,5497848,1037880,123.0
14512,HNL,ITO,"Honolulu, HI","Hilo, HI",22936,29151,237,216,2005-11,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6215,6296616,4954176,1342440,123.0
14514,HNL,ITO,"Honolulu, HI","Hilo, HI",23393,34544,272,216,2005-10,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11151,7461504,5052888,2408616,127.0
14518,HNL,ITO,"Honolulu, HI","Hilo, HI",21281,29889,243,216,2005-10,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8608,6456024,4596696,1859328,123.0
14519,HNL,ITO,"Honolulu, HI","Hilo, HI",19503,29151,237,216,2005-09,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9648,6296616,4212648,2083968,123.0
14522,HNL,ITO,"Honolulu, HI","Hilo, HI",28608,35687,281,216,2005-05,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7079,7708392,6179328,1529064,127.0
14523,HNL,ITO,"Honolulu, HI","Hilo, HI",21709,30135,245,216,2005-08,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8426,6509160,4689144,1820016,123.0
14524,HNL,ITO,"Honolulu, HI","Hilo, HI",23414,30135,245,216,2005-07,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6721,6509160,5057424,1451736,123.0
14525,HNL,ITO,"Honolulu, HI","Hilo, HI",22602,29151,237,216,2005-06,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6549,6296616,4882032,1414584,123.0
14526,HNL,ITO,"Honolulu, HI","Hilo, HI",21301,30012,244,216,2005-05,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8711,6482592,4601016,1881576,123.0
14527,HNL,ITO,"Honolulu, HI","Hilo, HI",18801,29520,240,216,2005-04,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,10719,6376320,4061016,2315304,123.0
14530,HNL,ITO,"Honolulu, HI","Hilo, HI",22970,26568,216,216,2005-03,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3598,5738688,4961520,777168,123.0
14538,HNL,ITO,"Honolulu, HI","Hilo, HI",30620,36957,291,216,2005-07,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6337,7982712,6613920,1368792,127.0
14541,HNL,ITO,"Honolulu, HI","Hilo, HI",24802,34798,274,216,2005-04,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9996,7516368,5357232,2159136,127.0
14543,HNL,ITO,"Honolulu, HI","Hilo, HI",21128,34290,270,216,2005-09,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,13162,7406640,4563648,2842992,127.0
14549,HNL,ITO,"Honolulu, HI","Hilo, HI",23978,31750,250,216,2005-02,900340,164887,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7772,6858000,5179248,1678752,127.0
14559,HNL,ITO,"Honolulu, HI","Hilo, HI",20984,34394,272,216,2006-10,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,13410,7429104,4532544,2896560,126.0
14569,HNL,ITO,"Honolulu, HI","Hilo, HI",26514,36900,300,216,2006-10,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,10386,7970400,5727024,2243376,123.0
14570,HNL,ITO,"Honolulu, HI","Hilo, HI",25318,35283,279,216,2006-12,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9965,7621128,5468688,2152440,126.0
14574,HNL,ITO,"Honolulu, HI","Hilo, HI",22086,34925,275,216,2006-03,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,12839,7543800,4770576,2773224,127.0
14576,HNL,ITO,"Honolulu, HI","Hilo, HI",27676,36654,298,216,2006-11,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8978,7917264,5978016,1939248,123.0
14577,HNL,ITO,"Honolulu, HI","Hilo, HI",30617,37761,307,216,2006-12,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7144,8156376,6613272,1543104,123.0
14580,HNL,ITO,"Honolulu, HI","Hilo, HI",22366,33565,265,216,2006-11,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11199,7250040,4831056,2418984,127.0
14582,HNL,ITO,"Honolulu, HI","Hilo, HI",19498,33549,267,216,2006-09,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,14051,7246584,4211568,3035016,126.0
14586,HNL,ITO,"Honolulu, HI","Hilo, HI",24360,36285,295,216,2006-09,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11925,7837560,5261760,2575800,123.0
14590,HNL,ITO,"Honolulu, HI","Hilo, HI",27038,37638,306,216,2006-08,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,10600,8129808,5840208,2289600,123.0
14593,HNL,ITO,"Honolulu, HI","Hilo, HI",19779,31496,248,216,2006-02,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11717,6803136,4272264,2530872,127.0
14596,HNL,ITO,"Honolulu, HI","Hilo, HI",24047,33579,273,216,2006-01,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9532,7253064,5194152,2058912,123.0
14604,HNL,ITO,"Honolulu, HI","Hilo, HI",23863,30627,249,216,2006-02,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6764,6615432,5154408,1461024,123.0
14612,HNL,ITO,"Honolulu, HI","Hilo, HI",25536,33702,274,216,2006-05,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8166,7279632,5515776,1763856,123.0
14615,HNL,ITO,"Honolulu, HI","Hilo, HI",24216,38293,304,216,2006-07,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,14077,8271288,5230656,3040632,126.0
14617,HNL,ITO,"Honolulu, HI","Hilo, HI",21984,35052,276,216,2006-01,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,13068,7571232,4748544,2822688,127.0
14619,HNL,ITO,"Honolulu, HI","Hilo, HI",27545,32841,267,216,2006-06,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,5296,7093656,5949720,1143936,123.0
14621,HNL,ITO,"Honolulu, HI","Hilo, HI",24813,33702,274,216,2006-04,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8889,7279632,5359608,1920024,123.0
14623,HNL,ITO,"Honolulu, HI","Hilo, HI",24595,33909,267,216,2006-06,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9314,7324344,5312520,2011824,127.0
14627,HNL,ITO,"Honolulu, HI","Hilo, HI",27131,33825,275,216,2006-03,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6694,7306200,5860296,1445904,123.0
14629,HNL,ITO,"Honolulu, HI","Hilo, HI",21347,34798,274,216,2006-05,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,13451,7516368,4610952,2905416,127.0
14630,HNL,ITO,"Honolulu, HI","Hilo, HI",28394,37392,304,216,2006-07,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8998,8076672,6133104,1943568,123.0
14633,HNL,ITO,"Honolulu, HI","Hilo, HI",22269,37972,301,216,2006-08,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,15703,8201952,4810104,3391848,126.0
14637,HNL,ITO,"Honolulu, HI","Hilo, HI",20400,32385,255,216,2006-04,903467,169540,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11985,6995160,4406400,2588760,127.0
14700,HNL,ITO,"Honolulu, HI","Hilo, HI",25776,34723,274,216,2007-03,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8947,7500168,5567616,1932552,127.0
14705,HNL,ITO,"Honolulu, HI","Hilo, HI",21786,28956,228,216,2007-06,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7170,6254496,4705776,1548720,127.0
14712,HNL,ITO,"Honolulu, HI","Hilo, HI",6821,10450,209,216,2007-04,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3629,2257200,1473336,783864,50.0
14713,HNL,ITO,"Honolulu, HI","Hilo, HI",7213,10700,214,216,2007-05,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3487,2311200,1558008,753192,50.0
14714,HNL,ITO,"Honolulu, HI","Hilo, HI",29375,37638,306,216,2007-05,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8263,8129808,6345000,1784808,123.0
14716,HNL,ITO,"Honolulu, HI","Hilo, HI",31001,36408,296,216,2007-06,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,5407,7864128,6696216,1167912,123.0
14717,HNL,ITO,"Honolulu, HI","Hilo, HI",8198,10450,209,216,2007-06,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,2252,2257200,1770768,486432,50.0
14721,HNL,ITO,"Honolulu, HI","Hilo, HI",20910,30846,243,216,2007-02,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9936,6662736,4516560,2146176,127.0
14723,HNL,ITO,"Honolulu, HI","Hilo, HI",31413,37638,306,216,2007-03,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6225,8129808,6785208,1344600,123.0
14725,HNL,ITO,"Honolulu, HI","Hilo, HI",22716,34596,273,216,2007-01,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11880,7472736,4906656,2566080,127.0
14726,HNL,ITO,"Honolulu, HI","Hilo, HI",21515,31212,246,216,2007-04,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9697,6741792,4647240,2094552,127.0
14730,HNL,ITO,"Honolulu, HI","Hilo, HI",27586,33948,276,216,2007-02,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6362,7332768,5958576,1374192,123.0
14734,HNL,ITO,"Honolulu, HI","Hilo, HI",20185,29210,230,216,2007-05,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9025,6309360,4359960,1949400,127.0
14737,HNL,ITO,"Honolulu, HI","Hilo, HI",32708,37515,305,216,2007-07,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4807,8103240,7064928,1038312,123.0
14744,HNL,ITO,"Honolulu, HI","Hilo, HI",28894,37638,306,216,2007-01,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8744,8129808,6241104,1888704,123.0
14747,HNL,ITO,"Honolulu, HI","Hilo, HI",30370,37392,304,216,2007-12,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7022,8076672,6559920,1516752,123.0
14749,HNL,ITO,"Honolulu, HI","Hilo, HI",26168,33020,260,216,2007-07,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6852,7132320,5652288,1480032,127.0
14752,HNL,ITO,"Honolulu, HI","Hilo, HI",6947,10500,210,216,2007-03,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3553,2268000,1500552,767448,50.0
14754,HNL,ITO,"Honolulu, HI","Hilo, HI",29873,37638,306,216,2007-10,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7765,8129808,6452568,1677240,123.0
14756,HNL,ITO,"Honolulu, HI","Hilo, HI",9581,10850,217,216,2007-07,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,1269,2343600,2069496,274104,50.0
14762,HNL,ITO,"Honolulu, HI","Hilo, HI",19476,30734,242,216,2007-12,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11258,6638544,4206816,2431728,127.0
14764,HNL,ITO,"Honolulu, HI","Hilo, HI",18906,31959,252,216,2007-09,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,13053,6903144,4083696,2819448,127.0
14766,HNL,ITO,"Honolulu, HI","Hilo, HI",28216,36408,296,216,2007-09,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8192,7864128,6094656,1769472,123.0
14768,HNL,ITO,"Honolulu, HI","Hilo, HI",30324,36162,294,216,2007-11,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,5838,7810992,6549984,1261008,123.0
14769,HNL,ITO,"Honolulu, HI","Hilo, HI",18388,28002,221,216,2007-11,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9614,6048432,3971808,2076624,127.0
14775,HNL,ITO,"Honolulu, HI","Hilo, HI",30707,37884,308,216,2007-08,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7177,8182944,6632712,1550232,123.0
14777,HNL,ITO,"Honolulu, HI","Hilo, HI",7783,10600,212,216,2007-08,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,2817,2289600,1681128,608472,50.0
14778,HNL,ITO,"Honolulu, HI","Hilo, HI",22747,34407,271,216,2007-08,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11660,7431912,4913352,2518560,127.0
14789,HNL,ITO,"Honolulu, HI","Hilo, HI",17857,26737,211,216,2007-10,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8880,5775192,3857112,1918080,127.0
14794,HNL,ITO,"Honolulu, HI","Hilo, HI",28355,37023,301,216,2007-04,898695,173190,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8668,7996968,6124680,1872288,123.0
14908,HNL,ITO,"Honolulu, HI","Hilo, HI",28563,37269,303,216,2008-01,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,8706,8050104,6169608,1880496,123.0
14910,HNL,ITO,"Honolulu, HI","Hilo, HI",39302,47232,384,216,2008-04,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7930,10202112,8489232,1712880,123.0
14914,HNL,ITO,"Honolulu, HI","Hilo, HI",8920,12150,243,216,2008-12,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3230,2624400,1926720,697680,50.0
14916,HNL,ITO,"Honolulu, HI","Hilo, HI",39997,52249,428,216,2008-12,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,12252,11285784,8639352,2646432,122.0
14918,HNL,ITO,"Honolulu, HI","Hilo, HI",36488,47232,384,216,2008-10,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,10744,10202112,7881408,2320704,123.0
14921,HNL,ITO,"Honolulu, HI","Hilo, HI",44470,50061,407,216,2008-07,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,5591,10813176,9605520,1207656,123.0
14922,HNL,ITO,"Honolulu, HI","Hilo, HI",41225,48831,397,216,2008-08,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7606,10547496,8904600,1642896,123.0
14923,HNL,ITO,"Honolulu, HI","Hilo, HI",8837,12100,242,216,2008-08,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3263,2613600,1908792,704808,50.0
14926,HNL,ITO,"Honolulu, HI","Hilo, HI",31453,37515,305,216,2008-03,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6062,8103240,6793848,1309392,123.0
14928,HNL,ITO,"Honolulu, HI","Hilo, HI",10118,15500,310,216,2008-04,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,5382,3348000,2185488,1162512,50.0
14932,HNL,ITO,"Honolulu, HI","Hilo, HI",39358,47109,383,216,2008-06,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7751,10175544,8501328,1674216,123.0
14934,HNL,ITO,"Honolulu, HI","Hilo, HI",28508,35178,286,216,2008-02,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,6670,7598448,6157728,1440720,123.0
14941,HNL,ITO,"Honolulu, HI","Hilo, HI",7522,11950,239,216,2008-09,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4428,2581200,1624752,956448,50.0
14944,HNL,ITO,"Honolulu, HI","Hilo, HI",15673,27432,216,216,2008-01,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11759,5925312,3385368,2539944,127.0
14946,HNL,ITO,"Honolulu, HI","Hilo, HI",40738,47847,389,216,2008-05,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7109,10334952,8799408,1535544,123.0
14947,HNL,ITO,"Honolulu, HI","Hilo, HI",10111,14900,298,216,2008-06,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4789,3218400,2183976,1034424,50.0
14948,HNL,ITO,"Honolulu, HI","Hilo, HI",36572,47828,391,216,2008-11,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11256,10330848,7899552,2431296,122.0
14950,HNL,ITO,"Honolulu, HI","Hilo, HI",32792,44895,365,216,2008-09,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,12103,9697320,7083072,2614248,123.0
14952,HNL,ITO,"Honolulu, HI","Hilo, HI",8711,12100,242,216,2008-10,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3389,2613600,1881576,732024,50.0
14954,HNL,ITO,"Honolulu, HI","Hilo, HI",7449,11500,230,216,2008-11,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4051,2484000,1608984,875016,50.0
14957,HNL,ITO,"Honolulu, HI","Hilo, HI",16929,29210,230,216,2008-02,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,12281,6309360,3656664,2652696,127.0
14958,HNL,ITO,"Honolulu, HI","Hilo, HI",21539,32893,259,216,2008-03,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11354,7104888,4652424,2452464,127.0
14960,HNL,ITO,"Honolulu, HI","Hilo, HI",9007,12300,246,216,2008-07,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3293,2656800,1945512,711288,50.0
14962,HNL,ITO,"Honolulu, HI","Hilo, HI",10919,15200,304,216,2008-05,902745,176399,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4281,3283200,2358504,924696,50.0
14967,HNL,ITO,"Honolulu, HI","Hilo, HI",44264,55427,454,216,2009-03,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11163,11972232,9561024,2411208,122.0
14968,HNL,ITO,"Honolulu, HI","Hilo, HI",42311,55944,458,216,2009-06,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,13633,12083904,9139176,2944728,122.0
14969,HNL,ITO,"Honolulu, HI","Hilo, HI",7650,11850,237,216,2009-01,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4200,2559600,1652400,907200,50.0
14971,HNL,ITO,"Honolulu, HI","Hilo, HI",44228,60041,492,216,2009-08,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,15813,12968856,9553248,3415608,122.0
14974,HNL,ITO,"Honolulu, HI","Hilo, HI",42643,55404,453,216,2009-04,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,12761,11967264,9210888,2756376,122.0
14981,HNL,ITO,"Honolulu, HI","Hilo, HI",8165,11700,234,216,2009-06,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3535,2527200,1763640,763560,50.0
14983,HNL,ITO,"Honolulu, HI","Hilo, HI",8829,11700,234,216,2009-07,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,2871,2527200,1907064,620136,50.0
14984,HNL,ITO,"Honolulu, HI","Hilo, HI",42262,51993,426,216,2009-11,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,9731,11230488,9128592,2101896,122.0
14987,HNL,ITO,"Honolulu, HI","Hilo, HI",48376,60319,493,216,2009-07,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,11943,13028904,10449216,2579688,122.0
14993,HNL,ITO,"Honolulu, HI","Hilo, HI",42567,55038,451,216,2009-09,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,12471,11888208,9194472,2693736,122.0
15002,HNL,ITO,"Honolulu, HI","Hilo, HI",43608,56248,461,216,2009-10,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,12640,12149568,9419328,2730240,122.0
15004,HNL,ITO,"Honolulu, HI","Hilo, HI",47139,54455,445,216,2009-12,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,7316,11762280,10182024,1580256,122.0
15010,HNL,ITO,"Honolulu, HI","Hilo, HI",6250,10400,208,216,2009-02,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4150,2246400,1350000,896400,50.0
15019,HNL,ITO,"Honolulu, HI","Hilo, HI",7061,11750,235,216,2009-04,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4689,2538000,1525176,1012824,50.0
15020,HNL,ITO,"Honolulu, HI","Hilo, HI",42852,56564,463,216,2009-05,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,13712,12217824,9256032,2961792,122.0
15023,HNL,ITO,"Honolulu, HI","Hilo, HI",8053,12250,245,216,2009-05,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,4197,2646000,1739448,906552,50.0
15024,HNL,ITO,"Honolulu, HI","Hilo, HI",8282,12250,245,216,2009-03,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,3968,2646000,1788912,857088,50.0
15031,HNL,ITO,"Honolulu, HI","Hilo, HI",36436,47282,389,216,2009-02,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,10846,10212912,7870176,2342736,122.0
15036,HNL,ITO,"Honolulu, HI","Hilo, HI",36684,52353,431,216,2009-01,907574,177835,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,15669,11308248,7923744,3384504,121.0
25144,SFO,RNO,"San Francisco, CA","Reno, NV",7814,9630,207,192,2005-03,8299214,394881,37.6189994812012,-122.375,39.4990997314453,-119.767997741699,1816,1848960,1500288,348672,47.0
25160,SFO,RNO,"San Francisco, CA","Reno, NV",5832,10350,207,192,2005-11,8299214,394881,37.6189994812012,-122.375,39.4990997314453,-119.767997741699,4518,1987200,1119744,867456,50.0
25166,SFO,RNO,"San Francisco, CA","Reno, NV",6325,6330,211,192,2005-12,8299214,394881,37.6189994812012,-122.375,39.4990997314453,-119.767997741699,5,1215360,1214400,960,30.0
25509,LAS,RNO,"Las Vegas, NV","Reno, NV",21816,28359,207,345,2005-02,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6543,9783855,7526520,2257335,137.0
25512,LAS,RNO,"Las Vegas, NV","Reno, NV",22145,28085,205,345,2005-05,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,5940,9689325,7640025,2049300,137.0
25525,LAS,RNO,"Las Vegas, NV","Reno, NV",25248,31373,229,345,2005-03,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6125,10823685,8710560,2113125,137.0
25543,LAS,RNO,"Las Vegas, NV","Reno, NV",24385,30414,222,345,2005-07,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6029,10492830,8412825,2080005,137.0
25552,LAS,RNO,"Las Vegas, NV","Reno, NV",21721,29866,218,345,2005-10,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,8145,10303770,7493745,2810025,137.0
25555,LAS,RNO,"Las Vegas, NV","Reno, NV",21656,28496,208,345,2005-06,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6840,9831120,7471320,2359800,137.0
25564,LAS,RNO,"Las Vegas, NV","Reno, NV",21151,27674,202,345,2005-09,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6523,9547530,7297095,2250435,137.0
25576,LAS,RNO,"Las Vegas, NV","Reno, NV",22965,30277,221,345,2005-08,1708846,394881,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7312,10445565,7922925,2522640,137.0
26413,SFO,RNO,"San Francisco, CA","Reno, NV",8785,10350,207,192,2006-01,8325566,402383,37.6189994812012,-122.375,39.4990997314453,-119.767997741699,1565,1987200,1686720,300480,50.0
26430,SFO,RNO,"San Francisco, CA","Reno, NV",9871,10700,214,192,2006-03,8325566,402383,37.6189994812012,-122.375,39.4990997314453,-119.767997741699,829,2054400,1895232,159168,50.0
26734,LAS,RNO,"Las Vegas, NV","Reno, NV",33588,41237,301,345,2006-04,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7649,14226765,11587860,2638905,137.0
26744,LAS,RNO,"Las Vegas, NV","Reno, NV",31805,41374,302,345,2006-11,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,9569,14274030,10972725,3301305,137.0
26765,LAS,RNO,"Las Vegas, NV","Reno, NV",34600,42196,308,345,2006-12,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7596,14557620,11937000,2620620,137.0
26774,LAS,RNO,"Las Vegas, NV","Reno, NV",35332,43155,315,345,2006-05,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,7823,14888475,12189540,2698935,137.0
26789,LAS,RNO,"Las Vegas, NV","Reno, NV",37652,43840,320,345,2006-06,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6188,15124800,12989940,2134860,137.0
26793,LAS,RNO,"Las Vegas, NV","Reno, NV",36904,43292,316,345,2006-03,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,6388,14935740,12731880,2203860,137.0
26796,LAS,RNO,"Las Vegas, NV","Reno, NV",33337,44251,323,345,2006-10,1778129,402383,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,10914,15266595,11501265,3765330,137.0
