,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long,Empty_Seats,Available_Seat_Miles,Revenue_Passenger_Mile,Missed_Revenue_Miles,Avg_Seats_per_Flight
520179,ORD,EWR,"Chicago, IL","Newark, NJ",20525,24282,213,719,2007-04,18903872,18901167,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,3757,17458758,14757475,2701283,114.0
520192,ORD,EWR,"Chicago, IL","Newark, NJ",18243,22914,201,719,2007-03,18903872,18901167,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,4671,16475166,13116717,3358449,114.0
520208,ORD,EWR,"Chicago, IL","Newark, NJ",19879,22800,200,719,2007-07,18903872,18901167,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,2921,16393200,14293001,2100199,114.0
520236,ORD,EWR,"Chicago, IL","Newark, NJ",24037,26448,232,719,2007-05,18903872,18901167,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,2411,19016112,17282603,1733509,114.0
520316,ORD,EWR,"Chicago, IL","Newark, NJ",18238,23256,204,719,2007-11,18903872,18901167,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,5018,16721064,13113122,3607942,114.0
522867,BOS,EWR,"Boston, MA","Newark, NJ",18207,28272,248,200,2008-07,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,10065,5654400,3641400,2013000,114.0
522871,BOS,EWR,"Boston, MA","Newark, NJ",20938,31236,274,200,2008-03,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,10298,6247200,4187600,2059600,114.0
523001,BOS,EWR,"Boston, MA","Newark, NJ",23416,32604,286,200,2008-05,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,9188,6520800,4683200,1837600,114.0
523013,BOS,EWR,"Boston, MA","Newark, NJ",23475,30666,269,200,2008-06,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,7191,6133200,4695000,1438200,114.0
523016,BOS,EWR,"Boston, MA","Newark, NJ",19080,28614,251,200,2008-08,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,9534,5722800,3816000,1906800,114.0
523050,BOS,EWR,"Boston, MA","Newark, NJ",18799,27246,239,200,2008-02,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,8447,5449200,3759800,1689400,114.0
523066,BOS,EWR,"Boston, MA","Newark, NJ",23848,33516,294,200,2008-04,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,9668,6703200,4769600,1933600,114.0
523068,BOS,EWR,"Boston, MA","Newark, NJ",17794,31008,272,200,2008-01,9089410,18968501,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,13214,6201600,3558800,2642800,114.0
525242,CLT,EWR,"Charlotte, NC","Newark, NJ",8740,10700,214,529,2008-03,1706469,18968501,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,1960,5660300,4623460,1036840,50.0
525303,CLT,EWR,"Charlotte, NC","Newark, NJ",9525,10900,218,529,2008-04,1706469,18968501,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,1375,5766100,5038725,727375,50.0
525317,CLT,EWR,"Charlotte, NC","Newark, NJ",9432,11050,221,529,2008-05,1706469,18968501,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,1618,5845450,4989528,855922,50.0
525372,CLT,EWR,"Charlotte, NC","Newark, NJ",7176,10550,211,529,2008-09,1706469,18968501,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,3374,5580950,3796104,1784846,50.0
525463,CLT,EWR,"Charlotte, NC","Newark, NJ",9079,11450,229,529,2008-11,1706469,18968501,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,2371,6057050,4802791,1254259,50.0
525507,CLT,EWR,"Charlotte, NC","Newark, NJ",9177,12550,251,529,2008-10,1706469,18968501,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,3373,6638950,4854633,1784317,50.0
525947,ORD,EWR,"Chicago, IL","Newark, NJ",21120,24624,216,719,2008-05,19031272,18968501,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,3504,17704656,15185280,2519376,114.0
526025,ORD,EWR,"Chicago, IL","Newark, NJ",19305,23028,202,719,2008-04,19031272,18968501,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,3723,16557132,13880295,2676837,114.0
526505,ATL,EWR,"Atlanta, GA","Newark, NJ",28672,32516,229,745,2009-08,5475213,19069796,33.6366996765137,-84.4281005859375,40.6925010681152,-74.168701171875,3844,24224420,21360640,2863780,142.0
526560,ATL,EWR,"Atlanta, GA","Newark, NJ",23962,29109,205,745,2009-06,5475213,19069796,33.6366996765137,-84.4281005859375,40.6925010681152,-74.168701171875,5147,21686205,17851690,3834515,142.0
526586,ATL,EWR,"Atlanta, GA","Newark, NJ",28500,31806,224,745,2009-07,5475213,19069796,33.6366996765137,-84.4281005859375,40.6925010681152,-74.168701171875,3306,23695470,21232500,2462970,142.0
526634,ATL,EWR,"Atlanta, GA","Newark, NJ",25222,30104,212,745,2009-05,5475213,19069796,33.6366996765137,-84.4281005859375,40.6925010681152,-74.168701171875,4882,22427480,18790390,3637090,142.0
529315,CLT,EWR,"Charlotte, NC","Newark, NJ",9037,11150,223,529,2009-03,1745524,19069796,35.2140007019043,-80.9430999755859,40.6925010681152,-74.168701171875,2113,5898350,4780573,1117777,50.0
543183,CVG,TOL,"Cincinnati, OH","Toledo, OH",6830,11350,227,181,2005-04,2102422,673162,39.0488014221,-84.6678009033,41.58679962,-83.80780029,4520,2054350,1236230,818120,50.0
543197,CVG,TOL,"Cincinnati, OH","Toledo, OH",6044,11200,224,181,2005-03,2102422,673162,39.0488014221,-84.6678009033,41.58679962,-83.80780029,5156,2027200,1093964,933236,50.0
554330,DFW,TUS,"Dallas, TX","Tucson, AZ",28636,32160,244,813,2005-03,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3524,26146080,23281068,2865012,132.0
554335,DFW,TUS,"Dallas, TX","Tucson, AZ",26351,31810,234,813,2005-11,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5459,25861530,21423363,4438167,136.0
554337,DFW,TUS,"Dallas, TX","Tucson, AZ",23959,33179,244,813,2005-08,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,9220,26974527,19478667,7495860,136.0
554342,DFW,TUS,"Dallas, TX","Tucson, AZ",25900,32907,242,813,2005-07,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,7007,26753391,21056700,5696691,136.0
554345,DFW,TUS,"Dallas, TX","Tucson, AZ",25625,32504,239,813,2005-06,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,6879,26425752,20833125,5592627,136.0
554346,DFW,TUS,"Dallas, TX","Tucson, AZ",25723,32758,242,813,2005-05,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,7035,26632254,20912799,5719455,135.0
554347,DFW,TUS,"Dallas, TX","Tucson, AZ",23118,28283,218,813,2005-02,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5165,22994079,18794934,4199145,130.0
554349,DFW,TUS,"Dallas, TX","Tucson, AZ",27339,32776,241,813,2005-12,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5437,26646888,22226607,4420281,136.0
554350,DFW,TUS,"Dallas, TX","Tucson, AZ",25671,31432,234,813,2005-04,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5761,25554216,20870523,4683693,134.0
554352,DFW,TUS,"Dallas, TX","Tucson, AZ",23730,31279,230,813,2005-09,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,7549,25429827,19292490,6137337,136.0
554357,DFW,TUS,"Dallas, TX","Tucson, AZ",27790,32776,241,813,2005-10,11632814,948965,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4986,26646888,22593270,4053618,136.0
554395,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",6614,11400,228,601,2005-09,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,4786,6851400,3975014,2876386,50.0
554396,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",7083,10900,218,601,2005-08,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,3817,6550900,4256883,2294017,50.0
554397,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",6346,10650,213,601,2005-05,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,4304,6400650,3813946,2586704,50.0
554403,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",7411,10540,210,601,2005-04,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,3129,6334540,4454011,1880529,50.0
554404,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",6580,10500,210,601,2005-06,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,3920,6310500,3954580,2355920,50.0
554405,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",7446,10750,215,601,2005-07,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,3304,6460750,4475046,1985704,50.0
554415,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",8421,11100,222,601,2005-11,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,2679,6671100,5061021,1610079,50.0
554417,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",8240,11850,237,601,2005-10,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,3610,7121850,4952240,2169610,50.0
554418,SLC,TUS,"Salt Lake City, UT","Tucson, AZ",9279,10720,212,601,2005-03,1044845,948965,40.7883987426758,-111.977996826172,32.1161003112793,-110.94100189209,1441,6442720,5576679,866041,51.0
554578,PHX,TUS,"Phoenix, AZ","Tucson, AZ",20698,33864,332,110,2005-12,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,13166,3725040,2276780,1448260,102.0
554620,PHX,TUS,"Phoenix, AZ","Tucson, AZ",23049,28896,336,110,2005-03,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5847,3178560,2535390,643170,86.0
554629,PHX,TUS,"Phoenix, AZ","Tucson, AZ",21934,34578,339,110,2005-10,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,12644,3803580,2412740,1390840,102.0
554631,PHX,TUS,"Phoenix, AZ","Tucson, AZ",17578,34680,340,110,2005-08,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,17102,3814800,1933580,1881220,102.0
554634,PHX,TUS,"Phoenix, AZ","Tucson, AZ",21195,28380,330,110,2005-11,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,7185,3121800,2331450,790350,86.0
554642,PHX,TUS,"Phoenix, AZ","Tucson, AZ",19601,33558,329,110,2005-09,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,13957,3691380,2156110,1535270,102.0
554655,PHX,TUS,"Phoenix, AZ","Tucson, AZ",19148,25026,291,110,2005-02,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5878,2752860,2106280,646580,86.0
554657,PHX,TUS,"Phoenix, AZ","Tucson, AZ",18588,28122,327,110,2005-06,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,9534,3093420,2044680,1048740,86.0
554658,PHX,TUS,"Phoenix, AZ","Tucson, AZ",19939,27520,320,110,2005-04,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,7581,3027200,2193290,833910,86.0
554661,PHX,TUS,"Phoenix, AZ","Tucson, AZ",18207,29068,338,110,2005-07,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,10861,3197480,2002770,1194710,86.0
554663,PHX,TUS,"Phoenix, AZ","Tucson, AZ",20286,28896,336,110,2005-05,3884588,948965,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8610,3178560,2231460,947100,86.0
554686,PHX,TUS,"Phoenix, AZ","Tucson, AZ",15423,23478,273,110,2006-12,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8055,2582580,1696530,886050,86.0
554689,PHX,TUS,"Phoenix, AZ","Tucson, AZ",18497,25800,300,110,2006-10,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,7303,2838000,2034670,803330,86.0
554697,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14724,25026,291,110,2006-07,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,10302,2752860,1619640,1133220,86.0
554703,PHX,TUS,"Phoenix, AZ","Tucson, AZ",22484,29240,340,110,2006-03,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,6756,3216400,2473240,743160,86.0
554706,PHX,TUS,"Phoenix, AZ","Tucson, AZ",20968,29068,338,110,2006-05,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8100,3197480,2306480,891000,86.0
554709,PHX,TUS,"Phoenix, AZ","Tucson, AZ",18294,27864,324,110,2006-06,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,9570,3065040,2012340,1052700,86.0
554718,PHX,TUS,"Phoenix, AZ","Tucson, AZ",13011,25800,300,110,2006-08,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,12789,2838000,1431210,1406790,86.0
554725,PHX,TUS,"Phoenix, AZ","Tucson, AZ",16027,25456,296,110,2006-09,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,9429,2800160,1762970,1037190,86.0
554748,PHX,TUS,"Phoenix, AZ","Tucson, AZ",20470,28122,327,110,2006-04,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,7652,3093420,2251700,841720,86.0
554752,PHX,TUS,"Phoenix, AZ","Tucson, AZ",20950,28982,337,110,2006-01,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8032,3188020,2304500,883520,86.0
554779,PHX,TUS,"Phoenix, AZ","Tucson, AZ",16647,22446,261,110,2006-11,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5799,2469060,1831170,637890,86.0
554799,PHX,TUS,"Phoenix, AZ","Tucson, AZ",20232,26402,307,110,2006-02,4046571,975476,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,6170,2904220,2225520,678700,86.0
555331,DFW,TUS,"Dallas, TX","Tucson, AZ",22728,31001,228,813,2006-09,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,8273,25203813,18477864,6725949,136.0
555332,DFW,TUS,"Dallas, TX","Tucson, AZ",28287,32640,240,813,2006-06,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4353,26536320,22997331,3538989,136.0
555333,DFW,TUS,"Dallas, TX","Tucson, AZ",28314,33726,248,813,2006-07,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5412,27419238,23019282,4399956,136.0
555335,DFW,TUS,"Dallas, TX","Tucson, AZ",28810,32368,238,813,2006-04,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3558,26315184,23422530,2892654,136.0
555340,DFW,TUS,"Dallas, TX","Tucson, AZ",25744,33317,245,813,2006-08,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,7573,27086721,20929872,6156849,136.0
555348,DFW,TUS,"Dallas, TX","Tucson, AZ",29128,33592,247,813,2006-05,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4464,27310296,23681064,3629232,136.0
555349,DFW,TUS,"Dallas, TX","Tucson, AZ",25002,29783,219,813,2006-02,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4781,24213579,20326626,3886953,136.0
555351,DFW,TUS,"Dallas, TX","Tucson, AZ",27286,32417,238,813,2006-12,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5131,26355021,22183518,4171503,136.0
555353,DFW,TUS,"Dallas, TX","Tucson, AZ",28822,33183,244,813,2006-10,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4361,26977779,23432286,3545493,136.0
555356,DFW,TUS,"Dallas, TX","Tucson, AZ",26619,31296,230,813,2006-11,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4677,25443648,21641247,3802401,136.0
555359,DFW,TUS,"Dallas, TX","Tucson, AZ",30078,33048,243,813,2006-03,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,2970,26868024,24453414,2414610,136.0
555360,DFW,TUS,"Dallas, TX","Tucson, AZ",27611,33184,244,813,2006-01,11998822,975476,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5573,26978592,22447743,4530849,136.0
555683,PHX,TUS,"Phoenix, AZ","Tucson, AZ",11689,20382,237,110,2007-12,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8693,2242020,1285790,956230,86.0
555685,PHX,TUS,"Phoenix, AZ","Tucson, AZ",15770,21156,246,110,2007-03,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5386,2327160,1734700,592460,86.0
555694,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14004,19608,228,110,2007-11,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5604,2156880,1540440,616440,86.0
555700,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14941,20898,243,110,2007-05,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5957,2298780,1643510,655270,86.0
555708,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14768,19436,226,110,2007-02,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,4668,2137960,1624480,513480,86.0
555709,PHX,TUS,"Phoenix, AZ","Tucson, AZ",13152,17372,202,110,2007-06,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,4220,1910920,1446720,464200,86.0
555744,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14885,21242,247,110,2007-01,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,6357,2336620,1637350,699270,86.0
555757,PHX,TUS,"Phoenix, AZ","Tucson, AZ",15057,20898,243,110,2007-04,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5841,2298780,1656270,642510,86.0
555790,PHX,TUS,"Phoenix, AZ","Tucson, AZ",12339,17888,208,110,2007-07,4175595,996593,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,5549,1967680,1357290,610390,86.0
555980,DFW,TUS,"Dallas, TX","Tucson, AZ",27740,33080,238,813,2007-10,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5340,26894040,22552620,4341420,139.0
555987,DFW,TUS,"Dallas, TX","Tucson, AZ",29448,32456,237,813,2007-03,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3008,26386728,23941224,2445504,137.0
555991,DFW,TUS,"Dallas, TX","Tucson, AZ",26996,31724,228,813,2007-11,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4728,25791612,21947748,3843864,139.0
555994,DFW,TUS,"Dallas, TX","Tucson, AZ",25803,29366,214,813,2007-04,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3563,23874558,20977839,2896719,137.0
555995,DFW,TUS,"Dallas, TX","Tucson, AZ",25141,29124,211,813,2007-07,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3983,23677812,20439633,3238179,138.0
555996,DFW,TUS,"Dallas, TX","Tucson, AZ",25089,28528,209,813,2007-02,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3439,23193264,20397357,2795907,136.0
555997,DFW,TUS,"Dallas, TX","Tucson, AZ",24428,29464,213,813,2007-08,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5036,23954232,19859964,4094268,138.0
556001,DFW,TUS,"Dallas, TX","Tucson, AZ",26846,31248,229,813,2007-01,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4402,25404624,21825798,3578826,136.0
556002,DFW,TUS,"Dallas, TX","Tucson, AZ",24138,27516,200,813,2007-06,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3378,22370508,19624194,2746314,138.0
556005,DFW,TUS,"Dallas, TX","Tucson, AZ",25471,32492,234,813,2007-12,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,7021,26415996,20707923,5708073,139.0
556006,DFW,TUS,"Dallas, TX","Tucson, AZ",22403,30606,221,813,2007-09,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,8203,24882678,18213639,6669039,138.0
556009,DFW,TUS,"Dallas, TX","Tucson, AZ",24864,28713,209,813,2007-05,12313304,996593,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3849,23343669,20214432,3129237,137.0
556475,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14291,22618,263,110,2008-01,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8327,2487980,1572010,915970,86.0
556480,PHX,TUS,"Phoenix, AZ","Tucson, AZ",15896,22618,263,110,2008-03,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,6722,2487980,1748560,739420,86.0
556491,PHX,TUS,"Phoenix, AZ","Tucson, AZ",16088,21070,245,110,2008-12,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,4982,2317700,1769680,548020,86.0
556496,PHX,TUS,"Phoenix, AZ","Tucson, AZ",12735,21070,245,110,2008-06,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8335,2317700,1400850,916850,86.0
556511,PHX,TUS,"Phoenix, AZ","Tucson, AZ",17052,20038,233,110,2008-11,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,2986,2204180,1875720,328460,86.0
556530,PHX,TUS,"Phoenix, AZ","Tucson, AZ",18409,21156,246,110,2008-10,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,2747,2327160,2024990,302170,86.0
556535,PHX,TUS,"Phoenix, AZ","Tucson, AZ",15843,20124,234,110,2008-09,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,4281,2213640,1742730,470910,86.0
556539,PHX,TUS,"Phoenix, AZ","Tucson, AZ",15363,21672,252,110,2008-02,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,6309,2383920,1689930,693990,86.0
556546,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14481,20898,243,110,2008-08,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,6417,2298780,1592910,705870,86.0
556560,PHX,TUS,"Phoenix, AZ","Tucson, AZ",15842,23134,269,110,2008-05,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,7292,2544740,1742620,802120,86.0
556566,PHX,TUS,"Phoenix, AZ","Tucson, AZ",14073,22532,262,110,2008-07,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,8459,2478520,1548030,930490,86.0
556573,PHX,TUS,"Phoenix, AZ","Tucson, AZ",13773,20210,235,110,2008-04,4287323,1009832,33.4342994689941,-112.012001037598,32.1161003112793,-110.94100189209,6437,2223100,1515030,708070,86.0
556986,DFW,TUS,"Dallas, TX","Tucson, AZ",23015,29128,209,813,2008-08,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,6113,23681064,18711195,4969869,139.0
556988,DFW,TUS,"Dallas, TX","Tucson, AZ",28540,33696,241,813,2008-12,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5156,27394848,23203020,4191828,140.0
556995,DFW,TUS,"Dallas, TX","Tucson, AZ",26115,33553,241,813,2008-01,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,7438,27278589,21231495,6047094,139.0
556997,DFW,TUS,"Dallas, TX","Tucson, AZ",27348,31493,226,813,2008-02,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4145,25603809,22233924,3369885,139.0
557000,DFW,TUS,"Dallas, TX","Tucson, AZ",24489,29376,211,813,2008-05,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4887,23882688,19909557,3973131,139.0
557001,DFW,TUS,"Dallas, TX","Tucson, AZ",22553,28616,205,813,2008-09,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,6063,23264808,18335589,4929219,140.0
557002,DFW,TUS,"Dallas, TX","Tucson, AZ",25659,28576,205,813,2008-06,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,2917,23232288,20860767,2371521,139.0
557004,DFW,TUS,"Dallas, TX","Tucson, AZ",27988,31484,226,813,2008-03,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3496,25596492,22754244,2842248,139.0
557007,DFW,TUS,"Dallas, TX","Tucson, AZ",26675,31888,228,813,2008-11,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5213,25924944,21686775,4238169,140.0
557012,DFW,TUS,"Dallas, TX","Tucson, AZ",27446,29732,213,813,2008-10,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,2286,24172116,22313598,1858518,140.0
557014,DFW,TUS,"Dallas, TX","Tucson, AZ",26177,29960,215,813,2008-07,12602170,1009832,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3783,24357480,21281901,3075579,139.0
557097,DFW,TUS,"Dallas, TX","Tucson, AZ",27449,30232,216,813,2009-02,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,2783,24578616,22316037,2262579,140.0
557101,DFW,TUS,"Dallas, TX","Tucson, AZ",22789,28560,204,813,2009-09,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,5771,23219280,18527457,4691823,140.0
557104,DFW,TUS,"Dallas, TX","Tucson, AZ",26414,29540,211,813,2009-10,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3126,24016020,21474582,2541438,140.0
557106,DFW,TUS,"Dallas, TX","Tucson, AZ",30629,33580,240,813,2009-03,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,2951,27300540,24901377,2399163,140.0
557109,DFW,TUS,"Dallas, TX","Tucson, AZ",24935,28277,202,813,2009-11,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,3342,22989201,20272155,2717046,140.0
557110,DFW,TUS,"Dallas, TX","Tucson, AZ",24819,29260,209,813,2009-12,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,4441,23788380,20177847,3610533,140.0
557112,DFW,TUS,"Dallas, TX","Tucson, AZ",26660,33452,239,813,2009-01,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,6792,27196476,21674580,5521896,140.0
557113,DFW,TUS,"Dallas, TX","Tucson, AZ",26134,29108,208,813,2009-04,12895230,1020200,32.896800994873,-97.0380020141602,32.1161003112793,-110.94100189209,2974,23664804,21246942,2417862,140.0
